barangay,dateCommitted,timeCommitted,incidentType,offense,offenseType
ANABU II-D,2024-02-05,04:50:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
BAYAN LUMA VIII,2024-02-06,16:35:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
BUHAY NA TUBIG,2024-02-06,16:11:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
BUHAY NA TUBIG,2024-02-06,16:11:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
ANABU I-C,2024-02-06,09:20:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-E,2024-02-06,04:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-D,2024-02-07,23:15:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
MALAGASANG I-G,2024-02-07,14:45:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
MALAGASANG I-G,2024-02-07,14:45:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
BUHAY NA TUBIG,2024-02-08,10:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
BUHAY NA TUBIG,2024-02-08,19:54:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PASONG BUAYA I,2024-02-08,21:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PASONG BUAYA I,2024-02-08,21:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
ALAPAN II-A,2024-02-08,18:20:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-D,2024-02-08,17:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
MALAGASANG II-C,2024-02-08,14:04:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
POBLACION I-C,2024-02-08,14:04:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
POBLACION I-C,2024-02-08,14:04:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
PAG-ASA III,2024-02-08,09:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
MALAGASANG II-A,2024-02-09,21:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-D,2024-02-09,17:24:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU I-B,2024-02-09,15:40:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PALICO IV,2024-02-09,11:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PALICO IV,2024-02-09,10:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ALAPAN I-A,2024-02-09,01:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ALAPAN I-A,2024-02-09,01:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
ANABU I-C,2024-02-10,13:20:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU I-C,2024-02-10,13:20:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
PASONG BUAYA II,2024-02-10,12:18:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ALAPAN I-C,2024-02-11,10:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
BAYAN LUMA V,2024-02-12,12:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-C,2024-02-12,08:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PASONG BUAYA I,2024-02-13,14:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
MALAGASANG I-A,2024-02-13,19:28:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-A,2024-02-13,06:40:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
ANABU II-E,2024-02-13,07:15:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-E,2024-02-13,07:15:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
ANABU II-D,2024-02-13,07:35:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-D,2024-02-13,07:35:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
MALAGASANG I-G,2024-02-14,01:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-B,2024-02-14,23:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
BUHAY NA TUBIG,2024-02-14,17:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PINAGBUKLOD,2024-02-14,07:40:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PASONG BUAYA II,2024-02-14,07:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PASONG BUAYA I,2024-02-15,06:50:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PASONG BUAYA I,2024-02-15,06:50:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
ANABU I-D,2024-02-15,10:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-E,2024-02-15,06:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PINAGBUKLOD,2024-02-16,14:45:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
MALAGASANG II-B,2024-02-16,21:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
ANABU II-E,2024-02-16,16:27:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PALICO III,2024-02-16,08:10:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-E,2024-02-16,08:10:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-A,2024-02-17,20:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-A,2024-02-17,20:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
ALAPAN II-A,2024-02-17,20:37:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-D,2024-02-17,17:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-D,2024-02-17,10:21:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ALAPAN II-B,2024-02-17,14:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
BUCANDALA III,2024-02-17,12:40:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-D,2024-02-17,12:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU I-B,2024-02-18,22:15:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU I-B,2024-02-18,22:15:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
ALAPAN II-B,2024-02-18,10:15:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU I-B,2024-02-18,21:20:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PALICO III,2024-02-18,19:40:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
BUHAY NA TUBIG,2024-02-18,16:45:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU I-D,2024-02-18,13:20:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU I-D,2024-02-18,13:20:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
TANZANG LUMA III,2024-02-18,06:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
TANZANG LUMA III,2024-02-18,06:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
PASONG BUAYA II,2024-02-19,17:30:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
PASONG BUAYA II,2024-02-19,23:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
PASONG BUAYA II,2024-02-19,23:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
POBLACION I-C,2024-02-19,13:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-D,2024-02-19,07:15:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
MALAGASANG I-G,2024-02-19,07:15:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
MALAGASANG I-G,2024-02-19,07:15:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
ANABU II-C,2024-02-19,05:20:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-C,2024-02-19,,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
ANABU II-C,2024-02-19,,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO MULTIPLE PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
POBLACION III-A (POB.),2024-02-20,23:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO DAMAGE TO PROPERTY - RPC Art 365,Crimes Against Property
POBLACION III-A (POB.),2024-02-20,23:00:00,(Incident) Vehicular Accident,RECKLESS IMPRUDENCE RESULTING TO PHYSICAL INJURY - RPC Art 365,Crimes Against Persons
